,id,_title,_description,keywords,year,_date,_source,_depicts,_width,_height
226,002054VIAN031,"Residência da família Barreira Vianna, em Ipanema na esquina da avenida Vieira Souto e rua Francisco Otaviano. Pão de Açúcar e praia de Copacabana ao fundo.",nan,"José Baptista Barreira Vianna,FOTOGRAFIA/ Papel",1900,1900/1903,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/18209>Instituto Moreira Salles</a>",nan,nan,nan
227,002054VIAN040,Bonde nas proximidades da pedra do Arpoador,nan,"José Baptista Barreira Vianna,FOTOGRAFIA/ Papel",1900,1900/1903,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/18212>Instituto Moreira Salles</a>",nan,nan,nan
228,002080BR0206,"Igreja de Santa Luzia, è direita, e Igreja de São Sebastião, no alto do morro do Castelo",nan,"Guilherme Santos,DIAPOSITIVO/ Vidro",1915,01-01-1915,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/16551>Instituto Moreira Salles</a>",nan,11,"4,5"
229,002080BR0207,Largo do Machado,nan,"Guilherme Santos,DIAPOSITIVO/ Vidro",1917,01-01-1917,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/16552>Instituto Moreira Salles</a>",nan,11,"4,5"
230,002080RJ2807,Desfile de corsos durante o carnaval,nan,"Guilherme Santos,DIAPOSITIVO/ Vidro",1927,1922/1932,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/18174>Instituto Moreira Salles</a>",nan,11,"4,5"
231,002080RJ2815,Carnaval,nan,"Guilherme Santos,DIAPOSITIVO/ Vidro",1932,01-01-1932,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/18175>Instituto Moreira Salles</a>",nan,11,"4,5"
232,0071824cx001-01,Vista do Pão de Açúcar a partir da Fortaleza de Santa Cruz,"Morro do Pão de Açúcar visto a partir da Fortaleza de Santa Cruz, em Niterói.","Marc Ferrez,NEGATIVO/ Vidro",1890,1885/1895,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66439>Instituto Moreira Salles</a>",nan,"24,0","18,0"
233,0071824cx001-02,"Entrada da Baía de Guanabara, Pão de Açúcar","Baía de Guanabara, Pão de Açúcar e Fortaleza de Santa Cruz.","Marc Ferrez,NEGATIVO/ Vidro",1890,1885/1895,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66547>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q224101>Baía de Guanabara</a>","24,0","18,0"
234,0071824cx001-04,"Largo da Carioca, chafariz com 35 bicas","Vista do Largo da Carioca, com chafariz ao fundo, já como ponto final de linhas de bonde.","Marc Ferrez,NEGATIVO/ Vidro",1895,1890/1900,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66440>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q10316344>Largo da Carioca</a>","24,0","18,0"
235,0071824cx001-05,Vista da Praia de Santa Luzia,Vista tomada da Ponta do Calabouço. À direita vêem-se o Morro do Castelo e a Igreja de Santa Luzia.,"Marc Ferrez,NEGATIVO/ Vidro",1885,1880/1890,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66441>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q8678>Rio de Janeiro</a>","24,0","18,0"
236,0071824cx001-06,"Rua Primeiro de Março, Convento do Carmo e Igreja de Nossa Senhora do Carmo à esquerda","Vista do Largo do Paço, Rua Primeiro de Março e  à esquerda, em primeiro plano a Igreja de Nossa Senhora do Monte do Carmo, ainda sem sua torra e ao lado a  Igreja da Ordem Terceira do Carmo. Não havia ainda linha de bondes na rua 7 de setembro.","Marc Ferrez,NEGATIVO/ Vidro",1890,1885/1895,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/16041>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q10353359>Praça XV de Novembro</a>","18,0","24,0"
237,0071824cx001-08,Pão de Açúcar visto de Niterói,Pão de Açúcar visto a partir de Niterói.,"Marc Ferrez,NEGATIVO/ Vidro",1880,1875/1885,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66443>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q224101>Baía de Guanabara</a>","24,0","18,0"
238,0071824cx001-09,Pão de Açúcar visto de Niterói,"Pão de Açúcar, morro da Urca e Fortaleza de Santa Cruz vistos de Niterói","Marc Ferrez,NEGATIVO/ Vidro",1880,1875/1885,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66444>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q224101>Baía de Guanabara</a>","24,0","18,0"
239,0071824cx001-10,Vista do Pão de Açúcar a partir da Fortaleza de Santa Cruz,"Morro do Pão de Açúcar e morro da Urca a partir da Fotaleza de Santa Cruz, em Niterói,","Marc Ferrez,NEGATIVO/ Vidro",1880,1875/1885,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66445>Instituto Moreira Salles</a>",nan,"24,0","18,0"
240,0071824cx001-11,Fortaleza de Santa Cruz,"Fortaleza de Santa Cruz da Barra localiza-se no lado oriental da barra da baía de Guanabara, no bairro de Jurujuba, município de Niterói, no estado do Rio de Janeiro.","Marc Ferrez,NEGATIVO/ Vidro",1890,1885/1895,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66446>Instituto Moreira Salles</a>",nan,"24,0","18,0"
241,0071824cx001-13,Vista da Fortaleza de Santa Cruz,"Fortaleza de Santa Cruz da Barra localiza-se no lado oriental da barra da baía de Guanabara, no bairro de Jurujuba, município de Niterói, no estado brasileiro do Rio de Janeiro.","Marc Ferrez,NEGATIVO/ Vidro",1890,1885/1895,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66448>Instituto Moreira Salles</a>",nan,"24,0","18,0"
242,0071824cx001-14,Vista do Pão de Açúcar a partir da Fortaleza de Santa Cruz,"Vista do Pão de Açúcar e da Fortaleza de Santa Cruz, tomada do forte de São Luiz, atualmente denominado Forte Barão do Rio Branco em Niterói.","Marc Ferrez,NEGATIVO/ Vidro",1890,1885/1895,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66548>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q224101>Baía de Guanabara</a>","24,0","18,0"
243,0071824cx001-15,Pão de Açúcar visto de Niterói,"Fortaleza de Santa Cruz da Barra localiza-se no lado oriental da barra da baía de Guanabara, no bairro de Jurujuba, município de Niterói, no estado brasileiro do Rio de Janeiro.","Marc Ferrez,NEGATIVO/ Vidro",1890,1885/1895,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66534>Instituto Moreira Salles</a>",nan,"24,0","18,0"
244,0071824cx003a-04,Igreja de Nossa Senhora da Glória,"Por decreto imperial de 1834, foi criada no Rio de Janeiro a freguesia de Nossa Senhora da Glória, e a 30 de outubro do mesmo ano marcados os seus limites. Essa nova freguesia era um desmembramento da de São José, que já àquele tempo era muito populosa, e compreendia toda a vasta área da cidade, não só da que ainda lhe pertence, mas ia até os confins do bairro da Gávea.\nA freguesia de São João Batista da Lagoa já havia sido instituída anteriormente; entretanto a população de Laranjeiras, Catete e Botafogo, por muito numerosa, sobrecarregava de serviço a de São José.","Marc Ferrez,NEGATIVO/ Vidro",1890,1885/1895,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66449>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q10316374>Largo do Machado</a>","18,0","24,0"
245,0071824cx003a-05,Igreja de São Joaquim,"Vista da Igreja de São Joaquim  na Rua Larga, atual avenida Marechal Floriano, erguida em 1758.","Marc Ferrez,NEGATIVO/ Vidro",1890,1885/1895,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66450>Instituto Moreira Salles</a>",nan,"18,0","24,0"
246,0071824cx003a-06,Igreja de Nossa Senhora da Glória,"Por decreto imperial de 1834, foi criada no Rio de Janeiro a freguesia de Nossa Senhora da Glória, e a 30 de outubro do mesmo ano marcados os seus limites. Essa nova freguesia era um desmembramento da de São José, que já àquele tempo era muito populosa, e compreendia toda a vasta área da cidade, não só da que ainda lhe pertence, mas ia até os confins do bairro da Gávea.\nA freguesia de São João Batista da Lagoa já havia sido instituída anteriormente; entretanto a população de Laranjeiras, Catete e Botafogo, por muito numerosa, sobrecarregava de serviço a de São José.","Marc Ferrez,NEGATIVO/ Vidro",1890,1885/1895,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66451>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q10316374>Largo do Machado</a>","18,0","24,0"
247,0071824cx003a-09,Igreja São Francisco de Paula,"Igreja São Francisco de Paula localiza-se no Largo São Francisco de Paula, no centro do Rio de Janeiro. A igreja foi inaugurada oficialmente em 7 de março de 1865, com a presença dos imperadores D. Pedro II e D. Teresa Cristina.","Marc Ferrez,NEGATIVO/ Vidro",1885,1880/1890,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66452>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q10316364>Largo de São Francisco de Paula</a>","18,0","24,0"
248,0071824cx004-01,Ilha Fiscal,"Vista da Ilha Fiscal, tomada de uma embarcação. Transferida para a Marinha pelo Ministério da Fazenda, em 1913, a Ilha é hoje parte do Complexo Cultural do Serviço de Documentação da Marinha (DPHDM). Cenário do evento que ficou conhecido como “O Último Baile do Império”, realizado alguns dias antes da Proclamação da República.","Marc Ferrez,NEGATIVO/ Vidro",1885,1880/1890,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66453>Instituto Moreira Salles</a>",nan,"24,0","18,0"
249,0071824cx004-02,Ilha Fiscal,"Vista da Ilha Fiscal, tomada de uma embarcação. Transferida para a Marinha pelo Ministério da Fazenda, em 1913, a Ilha fiscal é hoje parte do Complexo Cultural do Serviço de Documentação da Marinha (DPHDM). Cenário do evento que ficou conhecido como “O Último Baile do Império”, realizado alguns dias antes da Proclamação da República.","Marc Ferrez,NEGATIVO/ Vidro",1885,1880/1890,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66454>Instituto Moreira Salles</a>",nan,"24,0","18,0"
250,0071824cx006-01,"Monumento a D. Pedro I no Largo do Rocio, atual praça Tiradentes",Vista da estátua de Dom Pedro I na praça Tiradentes.,"Marc Ferrez,NEGATIVO/ Vidro",1885,1885/1900,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66456>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q10353390>Praça Tiradentes</a>","18,0","24,0"
251,0071824cx006-02,"Estátua do General Osório, vendo-se ao fundo o Morro do Castelo","A estátua que homenageia o famoso herói da Guerra do Paraguai, de autoria de Rodolfo Bernardelli, foi inaugurada em 1894 e é o primeiro monumento público do Rio na era republicana. A estátua eqüestre do General Osório mede 8m de altura e, num gesto de audácia, foi feita com o bronze dos canhões tomados pelo Brasil na Guerra do Paraguai.","Marc Ferrez,NEGATIVO/ Vidro",1895,1894/1905,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66535>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q10353359>Praça XV de Novembro</a>', '<a href=""http://www.wikidata.org/entity/Q4902626>Convento do Carmo</a>', '<a href=""http://www.wikidata.org/entity/Q10332478>Morro do Castelo</a>', '<a href=""http://www.wikidata.org/entity/Q10277581>General Osorio statue</a>', '<a href=""http://www.wikidata.org/entity/Q3361206>Paço Imperial</a>","18,0","24,0"
252,0071824cx006-03,Monumento a Pedro Alvares Cabral - Largo da Glória,"Estátua criada no ano de comemorações aos 400 anos do descobrimento do Brasil, pelo escultor Rodolfo Bernardeli, em homenagem a Pedro Alvares Cabral.","Marc Ferrez,NEGATIVO/ Vidro",1900,1900/1900,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66457>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q1532671>Glória</a>","18,0","24,0"
253,0071824cx006-04,Monumento a José de Alencar,"Monumento a José de Alencar que está situado na Praça José de Alencar, inaugurado em 7 de maio de 1897 no Flamengo.","Marc Ferrez,NEGATIVO/ Vidro",1897,1895/1905,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66458>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q995561>Flamengo</a>","18,0","24,0"
254,0071824cx006-12,Entrada da baía e adjacências,"Entrada da Baía de Guanabara, Cais Pharoux, e vista do Centro do Rio de Janeiro.","Marc Ferrez,NEGATIVO/ Vidro",1885,1880/1890,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66459>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q224101>Baía de Guanabara</a>","24,0","18,0"
255,0071824cx006-13,Palácio do Catete - fachada,"Palácio do Catete, atual Museu da República.","Marc Ferrez,NEGATIVO/ Vidro",1890,1889/1895,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66539>Instituto Moreira Salles</a>",nan,"24,0","18,0"
256,0071824cx006-15,Vista panorâmica da enseada de Botafogo a partir do topo do Corcovado,Panorama do Rio de Janeiro a partir do topo do Corcovado,"Marc Ferrez,NEGATIVO/ Vidro",1885,1880/1895,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66461>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q506938>Corcovado</a>","24,0","18,0"
257,0071824cx007-01,A lagoa do Jardim Botânico,Vista da lagoa no Jardim Botânico.,"Marc Ferrez,NEGATIVO/ Vidro",1890,1885/1895,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66462>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q45242>Jardim Botânico do Rio de Janeiro</a>","24,0","18,0"
258,0071824cx007-02,Rua Jardim Botânico,"Rua principal do Bairro Jardim Botânico, levou esse nome por abrigar o Jardim Botânico do Rio de Janeiro, instituição científica criada em 1808.","Marc Ferrez,NEGATIVO/ Vidro",1885,1880/1890,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66463>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q45242>Jardim Botânico do Rio de Janeiro</a>', '<a href=""http://www.wikidata.org/entity/Q97610404>Rua Jardim Botânico</a>","24,0","18,0"
259,0071824cx007-03,Corcovado a partir do Jardim Botânico,Morro do corcovado visto a partir do Jardim Botânico do Rio de Janeiro.,"Marc Ferrez,NEGATIVO/ Vidro",1890,1885/1895,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66464>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q45242>Jardim Botânico do Rio de Janeiro</a>","24,0","18,0"
260,0071824cx007-04,Vista do Pão de Açúcar,"Vista do morro da Urca, morro Cara de Cão, enseada de Botafogo, Copacabana e Urca, tomada do Pão de Açúcar.","Marc Ferrez,NEGATIVO/ Vidro",1890,1885/1895,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/7052>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q894624>Botafogo (Bairro)</a>","24,0","18,0"
261,0071824cx010-10,Monumento a Pedro Álvares Cabral,Estátua criada por Rodolfo Bernardeli no Largo da Glória em comemoração aos 400 anos de descobrimento do Brasil na época.,"Marc Ferrez,NEGATIVO/ Vidro",1904,1904/1904,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66515>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q1532671>Glória</a>","18,0","24,0"
262,0071824cx011-02,Largo da Carioca (Antigo),"Antigo largo da Carioca, vendo-se o chafariz de 35 bicas.","Marc Ferrez,NEGATIVO/ Vidro",1890,1885/1895,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66467>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q10316344>Largo da Carioca</a>","24,0","18,0"
263,0071824cx011-03,"Praça XV de Novembro, vendo-se o Chafariz Mestre Valentim em primeiro plano","A Praça XV, também conhecida como Praça XV de Novembro, Praça Quinze de Novembro ou Praça Quinze, é uma praça situada no bairro do Centro, na Zona Central da cidade do Rio de Janeiro. Além de estar localizada na Rua Primeiro de Março, a praça integra a Orla Conde, um passeio público que margeia a Baía de Guanabara.","Marc Ferrez,NEGATIVO/ Vidro",1885,1880/1890,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66468>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q10353359>Praça XV de Novembro</a>","24,0","18,0"
264,0071824cx011-04,"Praça XV de Novembro, vendo-se  Chafariz Mestre Valentim em primeiro plano","A Praça XV, também conhecida como Praça XV de Novembro, Praça Quinze de Novembro ou Praça Quinze, é uma praça situada no bairro do Centro, na Zona Central da cidade do Rio de Janeiro. Além de estar localizada na Rua Primeiro de Março, a praça integra a Orla Conde, um passeio público que margeia a Baía de Guanabara.","Marc Ferrez,NEGATIVO/ Vidro",1885,1880/1890,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66469>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q10353359>Praça XV de Novembro</a>","24,0","18,0"
265,0071824cx011-05,Praça XV de Novembro,"A Praça XV, também conhecida como Praça XV de Novembro, Praça Quinze de Novembro ou Praça Quinze, é uma praça situada no bairro do Centro, na Zona Central da cidade do Rio de Janeiro. Além de estar localizada na Rua Primeiro de Março, a praça integra a Orla Conde, um passeio público que margeia a Baía de Guanabara.","Marc Ferrez,NEGATIVO/ Vidro",1885,1880/1890,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66470>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q10353359>Praça XV de Novembro</a>","24,0","18,0"
266,0071824cx011-06,Largo da Carioca (Antigo),"Antigo largo da Carioca, vendo-se o chafariz de 35 bicas.","Marc Ferrez,NEGATIVO/ Vidro",1890,1885/1895,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/66471>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q10316344>Largo da Carioca</a>","24,0","18,0"
